"","X","SOCIALNETW","CHECK","SOCIALNE_1","SOCIALNE_2","PERSON_WIT","SOCIALNE_3","NUMBER_OF_","RELATIONSH","GENDER","RELATION_1","LONG_LIST","SOCIALNE_4","SOCIALNE_5","SOCIALNE_6","SOCIALNE_7","UNIQUE","OBJECTID","FIELD1","ADDRESS","PRECISION","LAT","LON","ADDRESS_1","What.gender.do.you.identify.with.","gender_guess","relationship_gender","place_type"
"965",965,553,"Correct",10066,NA,"Edna (Sister)","Sister",NA,"Family","F",NA,"Edna: Go out to eat barnes restaurant, red lobster on montgomery cross rd, united house of prayer church on west bay st.",NA,NA,"Place2","Red Lobster-Montgomery Cross Road","Red Lobster",185,185,"11 W Montgomery Cross Rd, Savannah, GA 31406, United States","Rooftop",31.998303,-81.122836,"11 W Montgomery Cross Rd, Savannah, GA 31406, United States","Female","F","F-F","house"
"966",966,554,"Different from Google - needs to be re-geocoded",10066,NA,"Edna (Sister)","Sister",NA,"Family","F",NA,"Edna: Go out to eat barnes restaurant, red lobster on montgomery cross rd, united house of prayer church on west bay st.",NA,NA,"Place3","United House of Prayer Church","United House of Prayer Church",270,270,"aka Bishop C M Bailey Way, 1805 Ogeechee Rd, Savannah, GA 31415, United States","Rooftop",32.096647,-81.150614,"4107 6th St, Garden City, GA 31408, United States","Female","F","F-F","place_of_worship"
"967",967,748,"Correct",10040,NA,"Lottie (Sister)","Sister",2,"Family","F","Sister and Friend","Lottie & Edna: Parent university events.","Events: Parent University Events",NA,"Place1","Parent University","Parent University",70,70,"428 Bull St, Savannah, GA 31401, United States","Rooftop",32.071315,-81.093967,"428 Bull St, Savannah, GA 31401, United States","Female","F","F-F","residential, tertiary, residential"
"968",968,951,"Correct",10074,NA,"Caroline (Sister)","Sister",NA,"Family","F",NA,"Caroline: Shopping at Kroger off of Gwinnett st, movies, mocktails on habersham, sports bar on habersham.",NA,NA,"Place1","Kroger-Gwinnett Street","Kroger-Gwinnett Street",102,102,"311 E Gwinnett St, Savannah, GA 31401, United States","Rooftop",32.065826,-81.092654,"311 E Gwinnett St, Savannah, GA 31401, United States","Female","F","F-F","supermarket"
"969",969,953,"Correct",10074,NA,"Caroline (Sister)","Sister",NA,"Family","F",NA,"Caroline: Shopping at Kroger off of Gwinnett st, movies, mocktails on habersham, sports bar on habersham.",NA,NA,"Place3","Habersham","Habersham",292,292,"Habersham, Beaufort, SC 29906, USA",NA,32.511222,-80.701348,"Habersham, Beaufort, SC 29906, USA","Female","F","F-F","subdivision"
"970",970,954,"Correct",10074,NA,"Caroline (Sister)","Sister",NA,"Family","F",NA,"Caroline: Shopping at Kroger off of Gwinnett st, movies, mocktails on habersham, sports bar on habersham.",NA,NA,"Place4","Midtown Sports Grill","Midtown Sports Grill",344,344,"4521 Habersham St, Savannah, GA 31405, United States","Rooftop",32.036731,-81.102848,"4521 Habersham St, Savannah, GA 31405, United States","Female","F","F-F","house"
"971",971,1001,"Correct",10071,NA,"Asia (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place1","Oglethorpe Mall","Oglethorpe Mall",12,12,"7804 Abercorn Extention, Savannah, GA 31406, United States","Site",32.004052,-81.115226,"7804 Abercorn Extention, Savannah, GA 31406, United States","Female","F","F-F",""
"972",972,1002,"Correct",10071,NA,"Asia (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place2","Tybee Island","Tybee Island / Beach",27,27,"Tybee Island, GA, USA","Site",32.00593,-80.855322,"Tybee Island, GA, USA","Female","F","F-F","administrative, island"
"973",973,1003,"Correct",10071,NA,"Asia (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place3","Top Crab","Top Crab",159,159,"7201 Hodgson Memorial Dr Suite A, Savannah, GA 31406, United States","Rooftop",32.005454,-81.110087,"7201 Hodgson Memorial Dr Suite A, Savannah, GA 31406, United States","Female","F","F-F",""
"974",974,1004,"Correct",10071,NA,"Asia (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place4","Longhorns","Longhorn Steak House",105,105,"7825 Abercorn St, Savannah, GA 31406, United States","Rooftop",32.004639,-81.11962,"7825 Abercorn St, Savannah, GA 31406, United States","Female","F","F-F","house, house"
"975",975,1005,"Correct",10071,NA,"Asia (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place5","Kroger-Mall Boulevard","Kroger-Mall Boulevard",43,43,"318 Mall Blvd Ste 100, Savannah, GA 31406, United States","Rooftop",32.005869,-81.113427,"318 Mall Blvd Ste 100, Savannah, GA 31406, United States","Female","F","F-F",""
"976",976,1006,"Correct",10071,NA,"Asia (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place6","Starbucks-Mall Boulevard","Starbucks-Mall Boulevard",393,393,"318 Mall Blvd, Savannah, GA 31406, United States","Rooftop",32.005869,-81.113427,"318 Mall Blvd, Savannah, GA 31406, United States","Female","F","F-F","sports, fast_food"
"977",977,1007,"Correct",10071,NA,"Asia (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place7","Cava-Victory Drive","Cava-Victory Drive",125,125,"1821 E Victory Dr, Savannah, GA 31404, United States","Rooftop",32.04372,-81.069795,"1821 E Victory Dr, Savannah, GA 31404, United States","Female","F","F-F","supermarket, retail, house, house"
"978",978,1008,"Correct",10071,NA,"Avis (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place1","Oglethorpe Mall","Oglethorpe Mall",12,12,"7804 Abercorn Extention, Savannah, GA 31406, United States","Site",32.004052,-81.115226,"7804 Abercorn Extention, Savannah, GA 31406, United States","Female","F","F-F",""
"979",979,1009,"Correct",10071,NA,"Avis (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place2","Tybee Island","Tybee Island / Beach",27,27,"Tybee Island, GA, USA","Site",32.00593,-80.855322,"Tybee Island, GA, USA","Female","F","F-F","administrative, island"
"980",980,1010,"Correct",10071,NA,"Avis (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place3","Top Crab","Top Crab",159,159,"7201 Hodgson Memorial Dr Suite A, Savannah, GA 31406, United States","Rooftop",32.005454,-81.110087,"7201 Hodgson Memorial Dr Suite A, Savannah, GA 31406, United States","Female","F","F-F",""
"981",981,1011,"Correct",10071,NA,"Avis (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place4","Longhorns","Longhorn Steak House",105,105,"7825 Abercorn St, Savannah, GA 31406, United States","Rooftop",32.004639,-81.11962,"7825 Abercorn St, Savannah, GA 31406, United States","Female","F","F-F","house, house"
"982",982,1012,"Correct",10071,NA,"Avis (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place5","Kroger-Mall Boulevard","Kroger-Mall Boulevard",43,43,"318 Mall Blvd Ste 100, Savannah, GA 31406, United States","Rooftop",32.005869,-81.113427,"318 Mall Blvd Ste 100, Savannah, GA 31406, United States","Female","F","F-F",""
"983",983,1013,"Correct",10071,NA,"Avis (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place6","Starbucks-Mall Boulevard","Starbucks-Mall Boulevard",393,393,"318 Mall Blvd, Savannah, GA 31406, United States","Rooftop",32.005869,-81.113427,"318 Mall Blvd, Savannah, GA 31406, United States","Female","F","F-F","sports, fast_food"
"984",984,1014,"Correct",10071,NA,"Avis (Sister)","Sister",3,"Family","F","Family","Asia, Avis, Des: Oglethorpe Mall, Tybee, Top crab, Longhorns, Kroger on Mall Blvd, Starbucks off Mall Blvd, Cava on Victory Drive.",NA,NA,"Place7","Cava-Victory Drive","Cava-Victory Drive",125,125,"1821 E Victory Dr, Savannah, GA 31404, United States","Rooftop",32.04372,-81.069795,"1821 E Victory Dr, Savannah, GA 31404, United States","Female","F","F-F","supermarket, retail, house, house"
"985",985,1185,"Different from Google - needs to be re-geocoded",10087,NA,"Fannie (Sister)","Sister",3,"Family","F","Family","Mary, Fannie, Prentice: Home, waffle house, pancake house on mall Blvd., jazz on Broughton, river street, top crab, Ruth Chris.",NA,NA,"Place2","Pancake House-Mall Boulevard","The Original Pancake House",232,232,"2002 Annapolis Mall Rd, Annapolis, MD 21401, United States","Rooftop",32.005454,-81.110087,"7201 Hodgson Memorial Dr B, Savannah, GA 31406, United States","Female","F","F-F",""
"986",986,1186,"Correct",10087,NA,"Fannie (Sister)","Sister",3,"Family","F","Family","Mary, Fannie, Prentice: Home, waffle house, pancake house on mall Blvd., jazz on Broughton, river street, top crab, Ruth Chris.",NA,NA,"Place3","Jazz on Broughton","Broughton Street",305,305,"107 W Broughton St, Savannah, GA 31401, United States","Rooftop",32.079863,-81.094617,"107 W Broughton St, Savannah, GA 31401, United States","Female","F","F-F","yes"
"987",987,1187,"Correct",10087,NA,"Fannie (Sister)","Sister",3,"Family","F","Family","Mary, Fannie, Prentice: Home, waffle house, pancake house on mall Blvd., jazz on Broughton, river street, top crab, Ruth Chris.",NA,NA,"Place4","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","F","F-F","residential, attraction"
"988",988,1188,"Correct",10087,NA,"Fannie (Sister)","Sister",3,"Family","F","Family","Mary, Fannie, Prentice: Home, waffle house, pancake house on mall Blvd., jazz on Broughton, river street, top crab, Ruth Chris.",NA,NA,"Place5","Top Crab","Top Crab",159,159,"7201 Hodgson Memorial Dr Suite A, Savannah, GA 31406, United States","Rooftop",32.005454,-81.110087,"7201 Hodgson Memorial Dr Suite A, Savannah, GA 31406, United States","Female","F","F-F",""
"989",989,1189,"Correct",10087,NA,"Fannie (Sister)","Sister",3,"Family","F","Family","Mary, Fannie, Prentice: Home, waffle house, pancake house on mall Blvd., jazz on Broughton, river street, top crab, Ruth Chris.",NA,NA,"Place6","Ruth Chris","Ruth's Chris Steakhouse",350,350,"111 W Bay St, Savannah, GA 31401, United States","Rooftop",32.08114,-81.092641,"111 W Bay St, Savannah, GA 31401, United States","Female","F","F-F","house, house"
"990",990,1206,"Correct",10088,NA,"Robin (Sister)","Sister",6,"Family","F","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place1","Downtown","Downtown",41,41,"104 E Harris St, Savannah, GA 31401, United States","Site",32.074679,-81.088261,"104 E Harris St, Savannah, GA 31401, United States","Female","F","F-F","house"
"991",991,1207,"Correct",10088,NA,"Robin (Sister)","Sister",6,"Family","F","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place2","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","F","F-F","residential, attraction"
"992",992,1208,"Correct",10088,NA,"Robin (Sister)","Sister",6,"Family","F","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place3","Pant Riverside","Plant Riverside",307,307,"500 W River St, Savannah, GA 31401, United States","Rooftop",32.084094,-81.096293,"500 W River St, Savannah, GA 31401, United States","Female","F","F-F","residential, residential, residential, residential, service"
"993",993,1209,"Different from Google - needs to be re-geocoded",10088,NA,"Robin (Sister)","Sister",6,"Family","F","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place4","Southside","Southside Neighborhood",352,352,"12328 Largo Dr, Savannah, GA 31419, United States","Rooftop",31.997154,-81.230649,"Southside, Savannah, GA 31419, USA","Female","F","F-F","residential, hotel, service, place_of_worship, veterinary, restaurant, hotel, place_of_worship"
"994",994,1210,"Correct",10088,NA,"Robin (Sister)","Sister",6,"Family","F","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place5","Abercorn","Abercorn Street",306,306,"Abercorn St, Georgia, USA","Street",33.56569,-82.120675,"Abercorn St, Georgia, USA","Female","F","F-F","primary, tertiary, primary, trunk, primary, residential, residential, primary"
"995",995,1211,"Correct",10088,NA,"Keisha (Sister)","Sister",6,"Family","F","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place1","Downtown","Downtown",41,41,"104 E Harris St, Savannah, GA 31401, United States","Site",32.074679,-81.088261,"104 E Harris St, Savannah, GA 31401, United States","Female","F","F-F","house"
"996",996,1212,"Correct",10088,NA,"Keisha (Sister)","Sister",6,"Family","F","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place2","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","F","F-F","residential, attraction"
"997",997,1213,"Correct",10088,NA,"Keisha (Sister)","Sister",6,"Family","F","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place3","Pant Riverside","Plant Riverside",307,307,"500 W River St, Savannah, GA 31401, United States","Rooftop",32.084094,-81.096293,"500 W River St, Savannah, GA 31401, United States","Female","F","F-F","residential, residential, residential, residential, service"
"998",998,1214,"Different from Google - needs to be re-geocoded",10088,NA,"Keisha (Sister)","Sister",6,"Family","F","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place4","Southside","Southside Neighborhood",352,352,"12328 Largo Dr, Savannah, GA 31419, United States","Rooftop",31.997154,-81.230649,"Southside, Savannah, GA 31419, USA","Female","F","F-F","residential, hotel, service, place_of_worship, veterinary, restaurant, hotel, place_of_worship"
"999",999,1215,"Correct",10088,NA,"Keisha (Sister)","Sister",6,"Family","F","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place5","Abercorn","Abercorn Street",306,306,"Abercorn St, Georgia, USA","Street",33.56569,-82.120675,"Abercorn St, Georgia, USA","Female","F","F-F","primary, tertiary, primary, trunk, primary, residential, residential, primary"
"1000",1000,1216,"Correct",10088,NA,"Towanna (Sister)","Sister",6,"Family","F","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place1","Downtown","Downtown",41,41,"104 E Harris St, Savannah, GA 31401, United States","Site",32.074679,-81.088261,"104 E Harris St, Savannah, GA 31401, United States","Female","F","F-F","house"
"1001",1001,1217,"Correct",10088,NA,"Towanna (Sister)","Sister",6,"Family","F","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place2","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","F","F-F","residential, attraction"
